"","PRVial","FShell","AvgIShell","Growth","Sample.Shorthand","Protein","Pep1","Pep2","Pep3","metric","Bay","Habitat","Region","Mean","Median","sd","Var","Min","Max"
"1","G001",17.45,16,1.45,"CI-E","NaK-ATPase",9.31219849390726,9.54480135650918,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"2","G001",17.45,16,1.45,"CI-E","NaK-ATPase",9.31219849390726,9.54480135650918,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"3","G001",17.45,16,1.45,"CI-E","HSP70",8.82341813499505,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"4","G001",17.45,16,1.45,"CI-E","Ras-related",72.9142537558361,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"5","G001",17.45,16,1.45,"CI-E","HSP70",8.82341813499505,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"6","G001",17.45,16,1.45,"CI-E","PDI",5.70746571388211,6.67218516486888,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"7","G001",17.45,16,1.45,"CI-E","Peroxiredoxin-1",78.8085569003592,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"8","G001",17.45,16,1.45,"CI-E","Peroxiredoxin-1",78.8085569003592,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"9","G001",17.45,16,1.45,"CI-E","Peroxiredoxin-1",78.8085569003592,NA,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"10","G001",17.45,16,1.45,"CI-E","Glycogen",40.2387627286899,44.7253950962786,43.9700431015444,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"11","G001",17.45,16,1.45,"CI-E","HSP70",8.82341813499505,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"12","G001",17.45,16,1.45,"CI-E","Catalase",0.0570770029308818,0.0790608596844316,0.0873286188642135,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"13","G001",17.45,16,1.45,"CI-E","Ras-related",72.9142537558361,NA,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"14","G001",17.45,16,1.45,"CI-E","Trifunctional",21.4530312523342,17.0015772280761,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"15","G001",17.45,16,1.45,"CI-E","Superoxide",0.402809862394892,0.392815207116235,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"16","G001",17.45,16,1.45,"CI-E","Trifunctional",21.4530312523342,17.0015772280761,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"17","G001",17.45,16,1.45,"CI-E","Trifunctional",21.4530312523342,17.0015772280761,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"18","G001",17.45,16,1.45,"CI-E","Puromycin-sensitive",3.83201152850969,3.82001611125344,4.06615559953363,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"19","G001",17.45,16,1.45,"CI-E","Arachidonate",12.4895150297426,13.4799019621923,14.6835914461501,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"20","G001",17.45,16,1.45,"CI-E","Glycogen",40.2387627286899,44.7253950962786,43.9700431015444,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"21","G001",17.45,16,1.45,"CI-E","Cytochrome",1.89587814265255,1.89874706302565,1.96235493956616,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"22","G001",17.45,16,1.45,"CI-E","Catalase",0.0570770029308818,0.0790608596844316,0.0873286188642135,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"23","G001",17.45,16,1.45,"CI-E","Superoxide",0.402809862394892,0.392815207116235,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
"24","G001",17.45,16,1.45,"CI-E","Ras-related",72.9142537558361,NA,NA,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"25","G001",17.45,16,1.45,"CI-E","Superoxide",0.402809862394892,0.392815207116235,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"26","G001",17.45,16,1.45,"CI-E","NaK-ATPase",9.31219849390726,9.54480135650918,NA,"pH","CI","E","South",7.91461308634598,7.94,0.16327440395435,0.0266585309866482,7.48,8.34
"27","G001",17.45,16,1.45,"CI-E","Puromycin-sensitive",3.83201152850969,3.82001611125344,4.06615559953363,"DO","CI","E","South",10.767580814915,10.52,2.57950853788845,6.6538642970394,2.18,17.74
"28","G001",17.45,16,1.45,"CI-E","PDI",5.70746571388211,6.67218516486888,NA,"Temperature","CI","E","South",16.1982709750567,16.1,1.69576279823575,2.87561146788032,12.5,27.3
